order_id,customer_id,product_sku,quantity,unit_price,order_date,channel
WEB0389,C246,SKU-APPLE-002,10,4.25,2026-04-19,mobile
WEB0390,C100,SKU-BREAD-026,15,5.7,2026-04-16,web
WEB0391,C261,SKU-MILK-029,2,2.42,2026-05-01,mobile
WEB0392,C257,SKU-MILK-044,11,3.15,2026-04-29,mobile
WEB0393,C185,SKU-APPLE-034,1,9.75,2026-04-14,web
WEB0394,C293,SKU-BREAD-042,2,8.05,2026-04-06,mobile
WEB0395,C202,SKU-BREAD-001,8,4.12,2026-05-03,web
WEB0396,C255,SKU-BREAD-013,8,1.89,2026-05-05,web
WEB0397,C164,SKU-BREAD-043,8,9.45,2026-04-08,mobile
WEB0398,C254,SKU-MILK-015,6,4.09,2026-04-13,web
WEB0399,C244,SKU-BREAD-026,15,5.32,2026-04-19,web
WEB0400,C176,SKU-BREAD-032,14,5.58,2026-05-03,mobile
WEB0401,C287,SKU-JUICE-047,3,8.75,2026-04-25,web
WEB0402,C277,SKU-BREAD-003,1,9.23,2026-04-25,mobile
WEB0403,C185,SKU-BREAD-037,6,8.63,2026-04-12,web
WEB0404,C117,SKU-JUICE-014,2,3.91,2026-04-16,web
WEB0405,C296,SKU-BREAD-022,10,7.31,2026-04-13,mobile
WEB0406,C107,SKU-APPLE-003,9,8.67,2026-04-20,mobile
WEB0407,C184,SKU-BREAD-037,13,1.15,2026-04-12,web
WEB0408,C121,SKU-MILK-011,1,6.69,2026-04-24,web
WEB0409,C127,SKU-BREAD-009,14,1.27,2026-04-22,mobile
WEB0410,C248,SKU-JUICE-008,6,7.01,2026-04-07,mobile
WEB0411,C202,SKU-MILK-048,10,3.91,2026-04-16,web
WEB0412,C140,SKU-JUICE-037,6,5.18,2026-04-08,web
WEB0413,C242,SKU-JUICE-022,10,7.72,2026-04-13,mobile
WEB0414,C152,SKU-MILK-033,8,9.13,2026-04-08,web
WEB0415,C202,SKU-APPLE-016,12,5.81,2026-05-04,mobile
WEB0416,C292,SKU-JUICE-010,11,4.83,2026-04-07,mobile
WEB0417,C189,SKU-APPLE-027,5,7.54,2026-04-25,mobile
WEB0418,C224,SKU-MILK-017,7,3.61,2026-04-08,mobile
WEB0419,C230,SKU-MILK-018,7,6.09,2026-04-13,web
WEB0420,C219,SKU-APPLE-011,4,4.23,2026-04-25,mobile
WEB0421,C183,SKU-JUICE-050,1,3.26,2026-04-18,mobile
WEB0422,C273,SKU-APPLE-007,7,1.91,2026-04-08,mobile
WEB0423,C169,SKU-BREAD-021,14,4.62,2026-04-27,mobile
WEB0424,C228,SKU-APPLE-048,7,8.52,2026-04-16,web
WEB0425,C244,SKU-BREAD-013,5,5.92,2026-05-04,web
WEB0426,C159,SKU-APPLE-045,1,9.73,2026-04-17,web
WEB0427,C261,SKU-APPLE-050,2,4.87,2026-04-29,mobile
WEB0428,C173,SKU-BREAD-007,5,8.99,2026-05-02,web
WEB0429,C150,SKU-JUICE-004,11,2.35,2026-04-08,web
WEB0430,C266,SKU-JUICE-035,14,2.29,2026-04-15,web
WEB0431,C122,SKU-BREAD-032,11,6.7,2026-04-22,mobile
WEB0432,C111,SKU-APPLE-034,15,8.35,2026-04-20,mobile
WEB0433,C202,SKU-MILK-042,6,6.0,2026-04-14,mobile
WEB0434,C276,SKU-APPLE-011,7,2.42,2026-05-04,web
WEB0435,C223,SKU-APPLE-016,6,2.33,2026-04-09,mobile
WEB0436,C205,SKU-MILK-026,6,5.24,2026-04-29,mobile
WEB0437,C285,SKU-BREAD-018,12,3.84,2026-04-16,mobile
WEB0438,C205,SKU-JUICE-036,9,1.95,2026-04-26,mobile
WEB0439,C234,SKU-BREAD-045,4,7.49,2026-04-28,web
WEB0440,C110,SKU-BREAD-042,3,4.35,2026-05-04,web
WEB0441,C182,SKU-APPLE-028,13,2.93,2026-05-03,web
WEB0442,C178,SKU-JUICE-045,3,6.25,2026-04-09,web
WEB0443,C234,SKU-BREAD-047,5,1.42,2026-04-08,web
WEB0444,C300,SKU-MILK-026,8,4.57,2026-04-15,mobile
WEB0445,C190,SKU-APPLE-018,13,8.76,2026-05-01,web
WEB0446,C201,SKU-MILK-048,7,3.73,2026-04-24,web
WEB0447,C108,SKU-APPLE-044,14,1.52,2026-04-08,mobile
WEB0448,C120,SKU-APPLE-019,10,3.49,2026-04-30,mobile
WEB0449,C195,SKU-MILK-013,4,5.77,2026-04-06,mobile
WEB0450,C200,SKU-BREAD-017,8,8.41,2026-04-26,mobile
WEB0451,C252,SKU-MILK-010,13,7.59,2026-04-28,mobile
WEB0452,C225,SKU-BREAD-029,4,1.03,2026-05-02,mobile
WEB0453,C291,SKU-JUICE-025,12,7.44,2026-04-24,mobile
WEB0454,C252,SKU-JUICE-003,3,7.2,2026-04-08,mobile
WEB0455,C287,SKU-APPLE-026,6,3.13,2026-05-04,web
WEB0456,C299,SKU-BREAD-022,4,2.78,2026-04-25,web
WEB0457,C160,SKU-JUICE-032,2,7.89,2026-04-30,web
WEB0458,C211,SKU-APPLE-042,12,3.83,2026-04-23,mobile
WEB0459,C214,SKU-MILK-040,9,2.78,2026-04-30,web
WEB0460,C121,SKU-MILK-050,2,4.57,2026-04-26,mobile
WEB0461,C109,SKU-JUICE-047,9,5.8,2026-04-18,web
WEB0462,C214,SKU-JUICE-037,2,2.86,2026-04-11,mobile
WEB0463,C267,SKU-JUICE-010,15,1.59,2026-04-12,mobile
WEB0464,C143,SKU-MILK-008,2,1.19,2026-04-26,web
WEB0465,C187,SKU-APPLE-008,6,4.57,2026-05-03,web
WEB0466,C231,SKU-BREAD-025,10,6.37,2026-04-11,mobile
WEB0467,C283,SKU-APPLE-006,2,2.73,2026-05-03,web
WEB0468,C204,SKU-MILK-041,1,5.21,2026-05-04,mobile
WEB0469,C268,SKU-MILK-048,7,5.17,2026-04-22,mobile
WEB0470,C225,SKU-APPLE-046,13,1.38,2026-04-27,mobile
WEB0471,C104,SKU-APPLE-044,9,1.87,2026-05-01,mobile
WEB0472,C215,SKU-APPLE-001,4,6.72,2026-05-05,web
WEB0473,C148,SKU-BREAD-003,9,3.2,2026-04-16,web
WEB0474,C133,SKU-JUICE-032,1,9.2,2026-04-14,mobile
WEB0475,C133,SKU-APPLE-027,13,7.67,2026-04-12,mobile
WEB0476,C241,SKU-BREAD-038,2,1.44,2026-04-30,web
WEB0477,C185,SKU-MILK-029,7,2.04,2026-04-16,mobile
WEB0478,C280,SKU-JUICE-032,1,8.2,2026-04-30,web
WEB0479,C206,SKU-MILK-007,5,4.99,2026-04-21,web
WEB0480,C148,SKU-JUICE-032,8,2.51,2026-04-16,web
WEB0481,C234,SKU-JUICE-032,1,9.38,2026-04-30,web
WEB0482,C235,SKU-JUICE-008,10,2.27,2026-04-07,mobile
WEB0483,C264,SKU-BREAD-027,13,8.07,2026-04-16,mobile
WEB0484,C264,SKU-BREAD-024,12,3.59,2026-04-21,web
WEB0485,C292,SKU-BREAD-033,5,7.77,2026-04-16,web
WEB0486,C227,SKU-APPLE-048,13,8.66,2026-04-26,web
WEB0487,C258,SKU-APPLE-018,14,7.7,2026-04-12,mobile
WEB0488,C277,SKU-APPLE-046,5,6.16,2026-04-12,web
WEB0489,C149,SKU-BREAD-045,3,4.57,2026-04-24,mobile
WEB0490,C286,SKU-JUICE-025,7,9.22,2026-04-21,web
WEB0491,C194,SKU-BREAD-021,13,8.85,2026-04-30,mobile
WEB0492,C193,SKU-BREAD-042,14,1.32,2026-04-12,web
WEB0493,C220,SKU-BREAD-012,12,7.34,2026-04-09,mobile
WEB0494,C255,SKU-JUICE-010,1,4.65,2026-04-10,web
WEB0495,C180,SKU-JUICE-006,8,6.7,2026-04-20,web
WEB0496,C280,SKU-APPLE-042,2,8.13,2026-05-04,mobile
WEB0497,C134,SKU-BREAD-034,4,8.48,2026-04-25,mobile
WEB0498,C184,SKU-APPLE-003,1,3.19,2026-04-09,web
WEB0499,C134,SKU-JUICE-025,10,3.53,2026-04-19,web
WEB0500,C257,SKU-MILK-002,7,4.21,2026-04-19,web
WEB0501,C276,SKU-APPLE-041,9,6.36,2026-04-16,mobile
WEB0502,C182,SKU-JUICE-026,1,1.75,2026-04-30,web
WEB0503,C219,SKU-APPLE-021,11,6.15,2026-04-08,mobile
WEB0504,C248,SKU-MILK-040,1,8.31,2026-04-09,mobile
WEB0505,C160,SKU-APPLE-026,12,1.71,2026-04-24,web
WEB0506,C140,SKU-APPLE-037,8,4.37,2026-04-10,mobile
WEB0507,C207,SKU-BREAD-003,3,2.24,2026-04-16,web
WEB0508,C240,SKU-APPLE-006,5,1.27,2026-04-15,web
WEB0509,C130,SKU-MILK-013,11,8.25,2026-04-30,mobile
WEB0510,C116,SKU-BREAD-048,2,8.99,2026-05-01,web
WEB0511,C213,SKU-MILK-005,12,5.48,2026-05-04,web
WEB0512,C171,SKU-APPLE-047,4,6.48,2026-04-28,web
WEB0513,C291,SKU-BREAD-046,8,3.42,2026-04-26,mobile
WEB0514,C259,SKU-BREAD-014,12,5.71,2026-04-15,web
WEB0515,C172,SKU-BREAD-020,8,5.28,2026-04-13,mobile
WEB0516,C152,SKU-BREAD-029,2,3.58,2026-04-12,web
WEB0517,C267,SKU-BREAD-010,8,9.6,2026-04-09,web
WEB0518,C198,SKU-BREAD-050,11,2.57,2026-05-02,mobile
WEB0519,C230,SKU-BREAD-010,14,4.52,2026-05-02,mobile
WEB0520,C257,SKU-MILK-038,3,6.94,2026-04-11,web
WEB0521,C261,SKU-MILK-011,10,7.57,2026-04-28,mobile
WEB0522,C195,SKU-MILK-029,3,2.57,2026-04-18,mobile
WEB0523,C177,SKU-APPLE-006,14,6.14,2026-04-10,web
WEB0524,C243,SKU-BREAD-015,9,8.59,2026-05-05,web
WEB0525,C261,SKU-BREAD-003,4,3.62,2026-05-02,mobile
WEB0526,C269,SKU-JUICE-021,4,4.68,2026-04-21,web
WEB0527,C116,SKU-JUICE-046,1,1.35,2026-04-30,mobile
WEB0528,C234,SKU-MILK-004,15,9.53,2026-05-01,web
WEB0529,C149,SKU-BREAD-014,5,4.56,2026-04-16,web
WEB0530,C274,SKU-APPLE-017,5,6.64,2026-04-21,mobile
WEB0531,C118,SKU-JUICE-042,15,7.94,2026-05-01,web
WEB0532,C202,SKU-APPLE-001,8,7.11,2026-05-05,web
WEB0533,C230,SKU-APPLE-029,6,2.04,2026-04-27,mobile
WEB0534,C219,SKU-APPLE-019,3,7.36,2026-04-26,web
WEB0535,C120,SKU-JUICE-015,2,3.2,2026-04-28,mobile
WEB0536,C201,SKU-BREAD-048,9,8.25,2026-04-15,web
WEB0537,C222,SKU-BREAD-004,10,3.46,2026-05-02,web
WEB0538,C109,SKU-APPLE-010,1,1.6,2026-04-08,web
WEB0539,C123,SKU-APPLE-018,4,7.1,2026-04-09,mobile
WEB0540,C281,SKU-BREAD-045,3,9.74,2026-04-18,mobile
WEB0541,C207,SKU-JUICE-029,6,4.49,2026-05-03,mobile
WEB0542,C287,SKU-APPLE-025,9,1.85,2026-04-09,web
WEB0543,C151,SKU-JUICE-036,10,8.35,2026-05-04,mobile
WEB0544,C110,SKU-MILK-017,2,3.9,2026-04-19,web
WEB0545,C263,SKU-APPLE-012,1,2.93,2026-05-02,mobile
WEB0546,C108,SKU-JUICE-050,8,8.8,2026-04-13,mobile
WEB0547,C118,SKU-MILK-002,12,9.34,2026-04-26,mobile
WEB0548,C224,SKU-JUICE-017,10,7.06,2026-04-21,web
WEB0549,C224,SKU-BREAD-019,7,9.36,2026-04-25,web
WEB0550,C154,SKU-JUICE-008,12,3.89,2026-05-01,mobile
WEB0551,C238,SKU-MILK-033,12,8.87,2026-04-09,mobile
WEB0552,C281,SKU-MILK-047,11,7.21,2026-04-07,mobile
WEB0553,C224,SKU-BREAD-012,6,9.09,2026-04-07,mobile
WEB0554,C141,SKU-MILK-019,13,5.72,2026-04-15,mobile
WEB0555,C210,SKU-MILK-010,7,3.03,2026-04-20,mobile
WEB0556,C103,SKU-JUICE-010,9,7.62,2026-04-09,web
WEB0557,C202,SKU-BREAD-027,11,7.42,2026-05-02,mobile
WEB0558,C263,SKU-APPLE-033,9,9.31,2026-04-30,mobile
WEB0559,C105,SKU-APPLE-014,1,3.94,2026-04-19,web
WEB0560,C110,SKU-JUICE-047,3,1.13,2026-04-10,mobile
WEB0561,C151,SKU-MILK-040,14,1.9,2026-04-10,mobile
WEB0562,C133,SKU-BREAD-035,4,2.95,2026-04-09,web
WEB0563,C252,SKU-JUICE-017,12,9.6,2026-04-30,mobile
WEB0564,C279,SKU-MILK-007,6,7.22,2026-04-23,web
WEB0565,C196,SKU-MILK-050,6,6.16,2026-04-19,mobile
WEB0566,C129,SKU-BREAD-026,3,2.24,2026-04-22,mobile
WEB0567,C175,SKU-JUICE-005,7,6.7,2026-04-15,web
WEB0568,C144,SKU-MILK-016,11,9.08,2026-05-05,mobile
WEB0569,C272,SKU-JUICE-045,6,1.01,2026-04-10,mobile
WEB0570,C248,SKU-MILK-012,4,6.41,2026-04-28,web
WEB0571,C257,SKU-APPLE-037,14,7.04,2026-04-12,mobile
WEB0572,C299,SKU-BREAD-006,3,7.61,2026-04-11,web
WEB0573,C177,SKU-JUICE-030,11,8.41,2026-04-10,web
WEB0574,C169,SKU-MILK-036,5,3.74,2026-04-21,mobile
WEB0575,C115,SKU-JUICE-042,15,4.47,2026-04-26,web
WEB0576,C151,SKU-JUICE-037,11,2.89,2026-04-15,web
WEB0577,C206,SKU-MILK-021,4,9.77,2026-04-23,web
WEB0578,C193,SKU-JUICE-027,11,3.92,2026-04-26,mobile
WEB0579,C272,SKU-JUICE-002,4,7.76,2026-04-18,mobile
WEB0580,C199,SKU-BREAD-050,3,3.9,2026-04-17,web
WEB0581,C208,SKU-JUICE-048,11,5.25,2026-04-20,web
WEB0582,C174,SKU-JUICE-047,11,7.36,2026-04-12,web
WEB0583,C219,SKU-MILK-034,14,7.02,2026-04-24,mobile
WEB0584,C264,SKU-APPLE-006,6,2.77,2026-04-30,mobile
WEB0585,C143,SKU-APPLE-005,11,2.39,2026-04-17,web
WEB0586,C248,SKU-MILK-013,14,3.7,2026-04-13,mobile
WEB0587,C206,SKU-BREAD-041,7,1.81,2026-04-21,web
WEB0588,C139,SKU-JUICE-050,11,5.95,2026-05-02,mobile
WEB0589,C136,SKU-BREAD-007,9,5.31,2026-04-17,mobile
WEB0590,C140,SKU-JUICE-050,13,7.59,2026-04-13,web
WEB0591,C248,SKU-JUICE-050,3,5.4,2026-04-19,mobile
WEB0592,C298,SKU-JUICE-019,4,3.35,2026-05-03,web
WEB0593,C157,SKU-BREAD-043,3,6.24,2026-04-29,mobile
WEB0594,C287,SKU-MILK-040,15,4.85,2026-04-09,web
WEB0595,C237,SKU-JUICE-021,15,4.82,2026-04-30,mobile
WEB0596,C250,SKU-JUICE-016,13,9.55,2026-04-29,web
WEB0597,C134,SKU-JUICE-044,5,4.21,2026-04-29,web
WEB0598,C208,SKU-MILK-031,8,4.06,2026-04-25,mobile
WEB0599,C262,SKU-APPLE-049,10,2.9,2026-04-17,mobile
WEB0600,C144,SKU-JUICE-003,8,6.82,2026-04-06,mobile
WEB0601,C182,SKU-APPLE-023,6,2.3,2026-04-07,web
WEB0602,C172,SKU-JUICE-043,11,5.27,2026-05-05,web
WEB0603,C222,SKU-BREAD-004,8,7.47,2026-04-30,mobile
WEB0604,C188,SKU-MILK-027,8,4.83,2026-05-01,web
WEB0605,C238,SKU-JUICE-015,2,7.15,2026-04-27,mobile
WEB0606,C295,SKU-MILK-011,3,8.57,2026-04-26,web
WEB0607,C282,SKU-JUICE-023,4,2.37,2026-04-26,mobile
WEB0608,C294,SKU-BREAD-028,1,7.61,2026-04-09,web
WEB0609,C272,SKU-MILK-038,15,6.81,2026-04-20,web
WEB0610,C149,SKU-MILK-001,12,7.59,2026-04-30,mobile
WEB0611,C274,SKU-BREAD-008,3,1.31,2026-04-26,web
WEB0612,C193,SKU-MILK-022,7,3.6,2026-04-26,mobile
WEB0613,C255,SKU-APPLE-009,5,1.72,2026-05-04,web
WEB0614,C239,SKU-MILK-026,2,5.6,2026-04-22,mobile
WEB0615,C256,SKU-BREAD-007,14,3.2,2026-04-16,mobile
WEB0616,C130,SKU-BREAD-034,1,2.89,2026-04-15,mobile
WEB0617,C140,SKU-MILK-037,11,5.82,2026-04-16,web
WEB0618,C127,SKU-APPLE-033,9,2.18,2026-05-03,web
WEB0619,C220,SKU-MILK-037,14,8.38,2026-04-08,mobile
WEB0620,C261,SKU-APPLE-025,6,1.17,2026-04-17,web
WEB0621,C242,SKU-JUICE-009,13,1.76,2026-05-02,mobile
WEB0622,C204,SKU-JUICE-040,5,2.8,2026-04-08,mobile
WEB0623,C158,SKU-BREAD-022,10,2.32,2026-04-12,mobile
WEB0624,C288,SKU-BREAD-013,1,1.04,2026-04-15,mobile
WEB0625,C120,SKU-MILK-048,14,8.45,2026-04-09,mobile
WEB0626,C112,SKU-MILK-029,7,4.91,2026-04-26,web
WEB0627,C139,SKU-BREAD-005,2,4.82,2026-04-17,web
WEB0628,C143,SKU-APPLE-008,15,3.97,2026-05-03,web
WEB0629,C145,SKU-JUICE-047,14,3.09,2026-04-08,mobile
WEB0630,C138,SKU-BREAD-010,11,7.07,2026-04-27,mobile
WEB0631,C272,SKU-MILK-027,11,8.76,2026-05-04,mobile
WEB0632,C230,SKU-JUICE-018,14,5.33,2026-05-02,web
WEB0633,C139,SKU-APPLE-010,6,2.89,2026-04-24,mobile
WEB0634,C143,SKU-JUICE-017,6,9.38,2026-05-03,mobile
WEB0635,C231,SKU-BREAD-010,15,7.49,2026-04-24,mobile
WEB0636,C289,SKU-BREAD-043,3,9.25,2026-05-05,mobile
WEB0637,C149,SKU-JUICE-025,2,7.38,2026-04-16,web
WEB0638,C207,SKU-APPLE-049,5,8.83,2026-04-14,mobile
WEB0639,C255,SKU-MILK-025,7,1.59,2026-04-12,mobile
WEB0640,C199,SKU-JUICE-046,6,7.7,2026-04-28,mobile
WEB0641,C244,SKU-BREAD-018,9,6.28,2026-04-07,mobile
WEB0642,C227,SKU-MILK-039,15,9.26,2026-05-05,mobile
WEB0643,C148,SKU-MILK-018,5,5.4,2026-04-06,mobile
WEB0644,C138,SKU-BREAD-038,4,5.64,2026-05-05,web
WEB0645,C193,SKU-BREAD-028,5,5.1,2026-04-06,mobile
WEB0646,C281,SKU-BREAD-042,2,4.11,2026-04-14,web
WEB0647,C199,SKU-BREAD-001,3,6.59,2026-04-17,mobile
WEB0648,C100,SKU-MILK-050,13,9.73,2026-05-01,mobile
WEB0649,C194,SKU-JUICE-038,3,3.46,2026-04-18,mobile
WEB0650,C120,SKU-BREAD-041,9,9.34,2026-04-24,web
WEB0651,C107,SKU-MILK-031,8,5.84,2026-04-22,web
WEB0652,C160,SKU-BREAD-031,5,6.48,2026-04-29,web
WEB0653,C194,SKU-MILK-016,8,2.55,2026-04-20,web
WEB0654,C180,SKU-BREAD-038,14,8.58,2026-04-28,mobile
WEB0655,C217,SKU-JUICE-003,14,3.5,2026-04-24,mobile
WEB0656,C101,SKU-JUICE-009,7,3.34,2026-04-30,web
WEB0657,C244,SKU-JUICE-001,2,6.56,2026-04-28,web
WEB0658,C168,SKU-APPLE-044,3,3.28,2026-04-11,mobile
WEB0659,C254,SKU-APPLE-041,15,1.99,2026-04-29,mobile
WEB0660,C183,SKU-JUICE-008,15,6.05,2026-04-18,mobile
WEB0661,C238,SKU-BREAD-045,13,8.45,2026-04-13,web
WEB0662,C241,SKU-APPLE-013,6,4.34,2026-04-06,mobile
WEB0663,C132,SKU-BREAD-001,14,3.59,2026-04-26,web
WEB0664,C248,SKU-MILK-009,11,5.69,2026-04-06,web
WEB0665,C231,SKU-APPLE-007,15,1.77,2026-04-09,mobile
WEB0666,C117,SKU-MILK-025,5,8.29,2026-04-07,web
WEB0667,C212,SKU-APPLE-016,9,2.31,2026-04-12,web
WEB0668,C157,SKU-APPLE-048,10,9.3,2026-04-16,mobile
WEB0669,C134,SKU-BREAD-035,3,4.72,2026-04-16,web
WEB0670,C115,SKU-MILK-025,11,8.77,2026-04-15,mobile
WEB0671,C186,SKU-MILK-046,4,5.5,2026-04-15,web
WEB0672,C188,SKU-APPLE-038,13,9.48,2026-05-01,mobile
WEB0673,C199,SKU-BREAD-045,4,2.03,2026-05-03,mobile
WEB0674,C277,SKU-MILK-029,10,1.06,2026-04-08,web
WEB0675,C265,SKU-APPLE-008,13,1.66,2026-04-26,mobile
WEB0676,C164,SKU-BREAD-019,1,3.84,2026-04-08,mobile
WEB0677,C259,SKU-BREAD-046,11,4.73,2026-04-09,mobile
WEB0678,C100,SKU-BREAD-014,14,3.09,2026-04-30,web
WEB0679,C230,SKU-MILK-033,11,4.4,2026-04-15,web
WEB0680,C288,SKU-APPLE-019,4,8.29,2026-04-10,mobile
WEB0681,C101,SKU-APPLE-039,9,3.96,2026-04-08,mobile
WEB0682,C257,SKU-BREAD-005,13,4.11,2026-04-16,mobile
WEB0683,C100,SKU-MILK-017,1,8.51,2026-04-06,mobile
WEB0684,C238,SKU-APPLE-044,2,4.28,2026-04-12,mobile
WEB0685,C286,SKU-BREAD-040,5,8.35,2026-04-29,mobile
WEB0686,C158,SKU-BREAD-039,15,4.62,2026-04-18,web
WEB0687,C152,SKU-JUICE-014,15,5.18,2026-04-12,web
WEB0688,C125,SKU-APPLE-007,14,4.28,2026-04-09,mobile
WEB0689,C121,SKU-JUICE-006,5,3.65,2026-04-08,web
WEB0690,C268,SKU-JUICE-003,6,2.0,2026-05-02,web
WEB0691,C262,SKU-JUICE-047,8,1.47,2026-04-19,mobile
WEB0692,C170,SKU-JUICE-036,14,2.13,2026-04-07,mobile
WEB0693,C227,SKU-BREAD-009,2,3.78,2026-04-27,web
WEB0694,C266,SKU-APPLE-044,13,9.28,2026-04-15,web
WEB0695,C145,SKU-MILK-032,15,9.27,2026-04-30,mobile
WEB0696,C225,SKU-APPLE-014,1,5.27,2026-04-27,mobile
WEB0697,C210,SKU-JUICE-025,13,3.61,2026-04-26,web
WEB0698,C263,SKU-JUICE-016,5,5.77,2026-04-07,mobile
WEB0699,C237,SKU-APPLE-036,5,7.32,2026-04-10,web
WEB0700,C124,SKU-JUICE-044,4,1.66,2026-04-13,mobile
WEB0701,C239,SKU-APPLE-041,3,7.93,2026-04-16,mobile
WEB0702,C298,SKU-APPLE-037,13,1.13,2026-05-02,web
WEB0703,C293,SKU-MILK-018,2,5.63,2026-04-20,web
WEB0704,C244,SKU-MILK-001,1,4.12,2026-04-19,mobile
WEB0705,C227,SKU-BREAD-025,7,6.38,2026-05-04,web
WEB0706,C190,SKU-BREAD-034,9,6.67,2026-04-25,mobile
WEB0707,C182,SKU-JUICE-044,14,6.27,2026-05-03,mobile
WEB0708,C160,SKU-JUICE-004,4,1.49,2026-04-16,mobile
WEB0709,C229,SKU-BREAD-017,11,3.15,2026-04-19,web
WEB0710,C272,SKU-APPLE-045,15,7.93,2026-04-13,mobile
WEB0711,C134,SKU-JUICE-033,7,5.62,2026-04-27,mobile
WEB0712,C161,SKU-APPLE-034,3,6.62,2026-04-18,mobile
WEB0713,C219,SKU-MILK-019,2,2.46,2026-04-28,web
WEB0714,C157,SKU-BREAD-018,12,2.34,2026-04-17,mobile
WEB0715,C105,SKU-MILK-015,5,9.19,2026-04-23,web
WEB0716,C203,SKU-APPLE-022,14,9.45,2026-04-18,mobile
WEB0717,C299,SKU-BREAD-049,7,2.25,2026-04-22,mobile
WEB0718,C218,SKU-BREAD-033,10,5.69,2026-04-27,web
WEB0719,C151,SKU-JUICE-032,10,4.79,2026-04-06,mobile
WEB0720,C129,SKU-BREAD-041,7,7.68,2026-04-22,mobile
WEB0721,C186,SKU-BREAD-026,10,8.29,2026-05-01,mobile
WEB0722,C167,SKU-MILK-002,3,1.13,2026-05-05,mobile
WEB0723,C173,SKU-JUICE-005,14,9.22,2026-04-10,web
WEB0724,C129,SKU-APPLE-030,3,1.99,2026-04-20,mobile
WEB0725,C237,SKU-APPLE-008,2,2.68,2026-04-30,mobile
WEB0726,C213,SKU-BREAD-011,5,4.43,2026-04-28,mobile
WEB0727,C150,SKU-BREAD-050,2,3.05,2026-04-26,mobile
WEB0728,C101,SKU-APPLE-038,2,4.96,2026-04-26,web
WEB0729,C105,SKU-MILK-021,5,4.75,2026-05-04,mobile
WEB0730,C160,SKU-APPLE-046,11,2.58,2026-04-11,mobile
WEB0731,C274,SKU-JUICE-040,3,2.77,2026-04-12,mobile
WEB0732,C297,SKU-MILK-010,11,8.95,2026-04-20,mobile
WEB0733,C250,SKU-JUICE-004,7,2.14,2026-04-20,mobile
WEB0734,C190,SKU-JUICE-045,4,3.61,2026-04-14,mobile
WEB0735,C196,SKU-APPLE-041,15,8.98,2026-05-01,mobile
WEB0736,C202,SKU-APPLE-005,8,4.18,2026-04-24,web
WEB0737,C162,SKU-APPLE-003,10,9.64,2026-04-22,web
WEB0738,C137,SKU-APPLE-040,15,9.3,2026-04-12,mobile
WEB0739,C137,SKU-APPLE-007,2,8.68,2026-04-25,mobile
WEB0740,C266,SKU-BREAD-029,8,1.71,2026-04-14,mobile
WEB0741,C174,SKU-JUICE-022,10,2.15,2026-04-12,mobile
WEB0742,C111,SKU-MILK-046,5,1.03,2026-04-30,mobile
WEB0743,C254,SKU-APPLE-047,5,8.78,2026-04-08,web
WEB0744,C212,SKU-JUICE-003,3,1.01,2026-04-30,web
WEB0745,C293,SKU-MILK-029,10,9.21,2026-04-21,web
WEB0746,C165,SKU-JUICE-037,6,3.66,2026-05-01,web
WEB0747,C149,SKU-MILK-004,5,9.91,2026-04-27,mobile
WEB0748,C193,SKU-JUICE-012,12,9.2,2026-05-02,web
WEB0749,C260,SKU-APPLE-027,8,7.1,2026-04-21,mobile
WEB0750,C203,SKU-BREAD-005,4,5.45,2026-05-04,web
WEB0751,C117,SKU-JUICE-041,3,1.07,2026-04-18,web
WEB0752,C200,SKU-BREAD-015,14,2.4,2026-05-04,web
WEB0753,C278,SKU-MILK-037,2,3.56,2026-04-26,mobile
WEB0754,C269,SKU-JUICE-004,13,4.09,2026-04-30,web
WEB0755,C248,SKU-JUICE-042,12,6.14,2026-04-25,web
WEB0756,C293,SKU-MILK-020,1,1.66,2026-05-03,web
WEB0757,C283,SKU-BREAD-035,12,1.9,2026-04-13,web
WEB0758,C284,SKU-BREAD-033,3,8.05,2026-04-15,web
WEB0759,C110,SKU-APPLE-024,3,7.96,2026-04-30,mobile
WEB0760,C153,SKU-APPLE-002,2,4.86,2026-04-18,mobile
WEB0761,C201,SKU-APPLE-017,11,8.91,2026-04-18,web
WEB0762,C229,SKU-BREAD-026,12,7.39,2026-04-23,web
WEB0763,C221,SKU-JUICE-007,7,7.85,2026-04-10,web
WEB0764,C170,SKU-JUICE-038,10,9.65,2026-04-09,mobile
WEB0765,C147,SKU-APPLE-035,1,6.34,2026-04-12,web
WEB0766,C195,SKU-BREAD-016,6,8.53,2026-05-01,mobile
WEB0767,C212,SKU-BREAD-012,3,5.65,2026-04-27,web
WEB0768,C214,SKU-JUICE-032,3,3.16,2026-05-02,web
WEB0769,C279,SKU-APPLE-022,12,9.84,2026-05-04,web
WEB0770,C249,SKU-APPLE-009,10,8.57,2026-04-13,mobile
WEB0771,C125,SKU-JUICE-023,13,8.29,2026-05-03,web
WEB0772,C224,SKU-MILK-040,7,4.57,2026-04-12,web
WEB0773,C110,SKU-APPLE-002,5,9.48,2026-04-13,web
WEB0774,C135,SKU-JUICE-015,11,5.25,2026-05-05,web
WEB0775,C236,SKU-APPLE-007,12,6.46,2026-04-20,mobile
WEB0776,C197,SKU-JUICE-020,8,5.7,2026-05-03,web
WEB0777,C248,SKU-MILK-044,2,7.42,2026-05-04,mobile
