transaction_id,store_id,product_sku,quantity,unit_price,transaction_date,customer_id
T0379,STORE_04,SKU-JUICE-028,2,1.46,2026-04-20,C235
T0380,STORE_03,SKU-BREAD-030,10,7.03,2026-04-27,C207
T0381,STORE_05,SKU-JUICE-029,2,9.01,2026-04-28,C268
T0382,STORE_03,SKU-JUICE-027,2,2.18,2026-04-07,C166
T0383,STORE_02,SKU-APPLE-024,10,3.95,2026-04-18,C173
T0384,STORE_01,SKU-MILK-048,9,7.34,2026-04-30,C240
T0385,STORE_02,SKU-MILK-021,2,6.26,2026-04-19,C149
T0386,STORE_01,SKU-APPLE-035,3,6.39,2026-04-27,C111
T0387,STORE_03,SKU-APPLE-017,2,1.84,2026-04-28,C140
T0388,STORE_05,SKU-JUICE-022,8,5.19,2026-05-05,C277
T0389,STORE_04,SKU-BREAD-036,10,9.03,2026-04-27,C153
T0390,STORE_04,SKU-BREAD-018,8,8.79,2026-04-21,C235
T0391,STORE_01,SKU-APPLE-007,3,6.49,2026-04-07,C277
T0392,STORE_01,SKU-BREAD-008,5,6.38,2026-04-25,C182
T0393,STORE_04,SKU-APPLE-040,7,5.84,2026-04-17,C262
T0394,STORE_03,SKU-MILK-030,6,7.11,2026-04-13,C250
T0395,STORE_04,SKU-MILK-034,9,1.29,2026-04-14,C177
T0396,STORE_01,SKU-APPLE-037,9,2.05,2026-04-13,C273
T0397,STORE_05,SKU-MILK-031,8,6.97,2026-04-22,C156
T0398,STORE_03,SKU-BREAD-016,2,4.84,2026-04-24,C291
T0399,STORE_01,SKU-BREAD-035,6,8.88,2026-04-29,C268
T0400,STORE_03,SKU-APPLE-033,9,9.72,2026-04-26,C209
T0401,STORE_04,SKU-JUICE-040,4,6.88,2026-04-19,C251
T0402,STORE_02,SKU-APPLE-047,9,1.48,2026-04-26,C222
T0403,STORE_05,SKU-MILK-036,5,3.01,2026-04-24,C294
T0404,STORE_05,SKU-JUICE-045,9,4.18,2026-04-25,C152
T0405,STORE_01,SKU-APPLE-005,3,6.15,2026-04-15,C284
T0406,STORE_03,SKU-APPLE-004,4,7.82,2026-04-12,C233
T0407,STORE_01,SKU-APPLE-023,9,2.65,2026-05-04,C162
T0408,STORE_01,SKU-JUICE-014,4,4.05,2026-04-27,C154
T0409,STORE_04,SKU-MILK-050,4,4.31,2026-04-22,C176
T0410,STORE_05,SKU-MILK-010,4,8.22,2026-05-05,C158
T0411,STORE_03,SKU-BREAD-025,7,4.38,2026-04-16,C148
T0412,STORE_04,SKU-BREAD-034,10,8.74,2026-04-25,C199
T0413,STORE_02,SKU-JUICE-043,3,8.01,2026-04-18,C150
T0414,STORE_01,SKU-APPLE-046,3,7.45,2026-04-29,C267
T0415,STORE_04,SKU-BREAD-026,3,9.98,2026-04-27,C164
T0416,STORE_05,SKU-BREAD-033,10,4.69,2026-04-15,C178
T0417,STORE_05,SKU-MILK-001,3,5.57,2026-04-18,C165
T0418,STORE_04,SKU-MILK-030,10,2.25,2026-04-13,C230
T0419,STORE_01,SKU-MILK-009,7,9.95,2026-04-25,C227
T0420,STORE_03,SKU-BREAD-050,9,3.22,2026-04-10,C189
T0421,STORE_01,SKU-APPLE-031,2,3.66,2026-04-08,C186
T0422,STORE_03,SKU-MILK-023,10,3.61,2026-04-23,C174
T0423,STORE_04,SKU-APPLE-018,3,1.34,2026-04-17,C136
T0424,STORE_05,SKU-JUICE-029,4,8.31,2026-04-24,C160
T0425,STORE_05,SKU-MILK-013,8,5.14,2026-04-30,C184
T0426,STORE_04,SKU-BREAD-032,1,6.72,2026-04-28,C131
T0427,STORE_03,SKU-BREAD-015,9,8.78,2026-05-01,C188
T0428,STORE_01,SKU-JUICE-047,8,5.13,2026-04-27,C157
T0429,STORE_03,SKU-MILK-032,8,6.6,2026-04-23,C264
T0430,STORE_05,SKU-JUICE-049,7,6.09,2026-04-17,C287
T0431,STORE_05,SKU-MILK-040,4,9.85,2026-04-16,C129
T0432,STORE_03,SKU-MILK-042,6,4.63,2026-04-24,C186
T0433,STORE_01,SKU-BREAD-018,2,7.51,2026-04-16,C290
T0434,STORE_04,SKU-JUICE-045,6,3.45,2026-04-07,C163
T0435,STORE_05,SKU-JUICE-024,10,6.05,2026-04-15,C182
T0436,STORE_04,SKU-APPLE-043,1,3.19,2026-04-09,C120
T0437,STORE_05,SKU-JUICE-017,5,6.76,2026-04-17,C195
T0438,STORE_03,SKU-APPLE-014,3,7.13,2026-04-23,C268
T0439,STORE_01,SKU-JUICE-023,7,8.79,2026-04-19,C284
T0440,STORE_04,SKU-MILK-001,1,1.88,2026-05-03,C198
T0441,STORE_05,SKU-MILK-044,3,8.19,2026-04-06,C258
T0442,STORE_03,SKU-BREAD-012,10,9.0,2026-04-20,C118
T0443,STORE_03,SKU-APPLE-042,6,3.38,2026-05-04,C270
T0444,STORE_02,SKU-BREAD-017,10,8.72,2026-04-07,C299
T0445,STORE_04,SKU-APPLE-050,7,9.23,2026-05-03,C133
T0446,STORE_04,SKU-JUICE-034,6,8.4,2026-04-08,C154
T0447,STORE_04,SKU-APPLE-008,4,4.76,2026-04-26,C227
T0448,STORE_01,SKU-BREAD-028,8,7.34,2026-04-19,C134
T0449,STORE_04,SKU-APPLE-004,6,9.86,2026-04-18,C267
T0450,STORE_03,SKU-BREAD-029,10,5.27,2026-04-12,C237
T0451,STORE_01,SKU-JUICE-033,4,3.33,2026-04-14,C215
T0452,STORE_04,SKU-MILK-039,7,5.67,2026-04-24,C125
T0453,STORE_03,SKU-MILK-001,2,8.04,2026-04-24,C297
T0454,STORE_03,SKU-APPLE-029,9,2.88,2026-04-18,C158
T0455,STORE_04,SKU-MILK-017,3,2.22,2026-04-09,C124
T0456,STORE_04,SKU-APPLE-019,9,1.91,2026-04-16,C243
T0457,STORE_02,SKU-JUICE-030,10,3.82,2026-05-04,C281
T0458,STORE_04,SKU-MILK-021,1,4.99,2026-05-01,C107
T0459,STORE_03,SKU-JUICE-023,5,4.27,2026-04-09,C257
T0460,STORE_03,SKU-BREAD-041,4,1.75,2026-05-04,C119
T0461,STORE_01,SKU-MILK-020,10,8.18,2026-04-14,C133
T0462,STORE_02,SKU-BREAD-013,9,4.71,2026-04-28,C283
T0463,STORE_03,SKU-BREAD-029,2,6.22,2026-04-10,C122
T0464,STORE_01,SKU-BREAD-012,7,6.64,2026-04-08,C174
T0465,STORE_02,SKU-MILK-015,1,7.73,2026-05-03,C123
T0466,STORE_02,SKU-APPLE-035,9,8.58,2026-04-30,C186
T0467,STORE_03,SKU-JUICE-025,9,2.56,2026-04-07,C274
T0468,STORE_03,SKU-BREAD-043,7,8.47,2026-04-16,C136
T0469,STORE_02,SKU-BREAD-026,4,6.64,2026-04-25,C196
T0470,STORE_03,SKU-JUICE-014,8,9.52,2026-04-14,C145
T0471,STORE_04,SKU-APPLE-035,4,3.23,2026-04-20,C195
T0472,STORE_02,SKU-JUICE-046,4,7.33,2026-04-13,C275
T0473,STORE_05,SKU-JUICE-002,2,6.5,2026-04-07,C182
T0474,STORE_02,SKU-APPLE-001,9,4.82,2026-05-01,C100
T0475,STORE_01,SKU-APPLE-013,7,2.3,2026-04-18,C124
T0476,STORE_05,SKU-APPLE-048,4,5.2,2026-04-21,C268
T0477,STORE_02,SKU-MILK-039,1,1.04,2026-04-26,C204
T0478,STORE_05,SKU-APPLE-035,3,3.33,2026-04-26,C239
T0479,STORE_03,SKU-MILK-009,3,9.82,2026-05-01,C170
T0480,STORE_01,SKU-BREAD-030,5,9.75,2026-05-05,C148
T0481,STORE_03,SKU-APPLE-038,1,3.84,2026-05-02,C238
T0482,STORE_05,SKU-APPLE-018,3,6.28,2026-04-08,C125
T0483,STORE_05,SKU-JUICE-050,9,6.51,2026-04-08,C176
T0484,STORE_02,SKU-BREAD-027,10,9.98,2026-04-23,C131
T0485,STORE_02,SKU-BREAD-014,5,2.23,2026-04-16,C130
T0486,STORE_03,SKU-APPLE-012,10,3.81,2026-04-27,C217
T0487,STORE_03,SKU-APPLE-007,10,5.2,2026-04-20,C190
T0488,STORE_04,SKU-MILK-039,2,8.35,2026-04-26,C268
T0489,STORE_01,SKU-MILK-002,2,3.98,2026-05-01,C245
T0490,STORE_03,SKU-MILK-011,4,3.33,2026-04-27,C199
T0491,STORE_01,SKU-MILK-008,10,9.21,2026-04-13,C150
T0492,STORE_03,SKU-BREAD-049,1,6.15,2026-04-30,C248
T0493,STORE_03,SKU-APPLE-050,8,3.66,2026-04-11,C226
T0494,STORE_01,SKU-MILK-036,2,3.56,2026-04-25,C293
T0495,STORE_01,SKU-MILK-018,6,8.54,2026-04-28,C114
T0496,STORE_01,SKU-JUICE-042,8,7.03,2026-04-11,C269
T0497,STORE_04,SKU-BREAD-043,10,8.91,2026-04-21,C240
T0498,STORE_01,SKU-JUICE-029,2,5.04,2026-04-11,C102
T0499,STORE_02,SKU-BREAD-010,10,1.99,2026-04-19,C122
T0500,STORE_02,SKU-JUICE-021,10,7.7,2026-04-23,C204
T0501,STORE_02,SKU-JUICE-034,3,7.26,2026-04-08,C283
T0502,STORE_01,SKU-APPLE-038,2,1.17,2026-04-10,C121
T0503,STORE_01,SKU-APPLE-040,6,9.74,2026-04-08,C165
T0504,STORE_05,SKU-MILK-026,6,8.87,2026-04-18,C151
T0505,STORE_01,SKU-BREAD-043,7,7.49,2026-04-06,C285
T0506,STORE_02,SKU-BREAD-021,2,5.34,2026-04-14,C203
T0507,STORE_01,SKU-MILK-015,8,6.22,2026-04-18,C300
T0508,STORE_02,SKU-APPLE-034,2,9.82,2026-04-17,C240
T0509,STORE_03,SKU-MILK-024,7,1.79,2026-04-06,C134
T0510,STORE_05,SKU-JUICE-007,4,4.05,2026-04-26,C104
T0511,STORE_04,SKU-MILK-048,3,6.15,2026-04-24,C219
T0512,STORE_03,SKU-APPLE-010,5,7.5,2026-04-30,C149
T0513,STORE_02,SKU-APPLE-011,5,2.73,2026-04-22,C263
T0514,STORE_05,SKU-MILK-019,9,4.38,2026-05-04,C236
T0515,STORE_02,SKU-JUICE-048,6,1.79,2026-05-03,C198
T0516,STORE_05,SKU-JUICE-037,3,2.53,2026-04-14,C283
T0517,STORE_02,SKU-MILK-016,1,4.41,2026-04-07,C179
T0518,STORE_04,SKU-MILK-044,6,4.44,2026-04-30,C250
T0519,STORE_04,SKU-BREAD-025,1,1.39,2026-04-18,C137
T0520,STORE_02,SKU-MILK-012,4,8.41,2026-05-02,C229
T0521,STORE_01,SKU-APPLE-027,7,6.26,2026-05-02,C225
T0522,STORE_03,SKU-APPLE-045,1,8.49,2026-04-13,C230
T0523,STORE_03,SKU-JUICE-008,4,8.88,2026-04-09,C206
T0524,STORE_01,SKU-BREAD-021,9,7.58,2026-04-15,C154
T0525,STORE_04,SKU-JUICE-020,2,9.15,2026-04-25,C188
T0526,STORE_05,SKU-JUICE-025,7,9.66,2026-04-21,C156
T0527,STORE_03,SKU-JUICE-042,4,7.82,2026-04-08,C156
T0528,STORE_01,SKU-MILK-043,3,2.32,2026-04-19,C225
T0529,STORE_04,SKU-BREAD-039,3,4.99,2026-04-21,C256
T0530,STORE_02,SKU-JUICE-028,10,5.53,2026-04-12,C216
T0531,STORE_05,SKU-APPLE-042,1,7.81,2026-04-23,C110
T0532,STORE_05,SKU-MILK-023,5,9.96,2026-04-29,C181
T0533,STORE_01,SKU-BREAD-005,3,3.28,2026-04-20,C262
T0534,STORE_02,SKU-BREAD-014,4,9.32,2026-04-09,C149
T0535,STORE_01,SKU-JUICE-016,8,9.2,2026-04-29,C175
T0536,STORE_03,SKU-JUICE-004,10,8.24,2026-04-13,C212
T0537,STORE_04,SKU-BREAD-027,10,3.86,2026-04-12,C141
T0538,STORE_05,SKU-MILK-046,4,9.55,2026-04-28,C112
T0539,STORE_05,SKU-JUICE-048,1,4.3,2026-04-07,C290
T0540,STORE_02,SKU-APPLE-013,5,8.35,2026-04-29,C292
T0541,STORE_05,SKU-BREAD-016,9,4.48,2026-04-10,C220
T0542,STORE_01,SKU-JUICE-043,8,6.48,2026-04-29,C274
T0543,STORE_03,SKU-APPLE-044,9,2.54,2026-04-16,C287
T0544,STORE_03,SKU-BREAD-010,9,9.11,2026-04-10,C292
T0545,STORE_05,SKU-BREAD-026,7,3.27,2026-05-02,C237
T0546,STORE_01,SKU-JUICE-018,8,1.91,2026-04-18,C200
T0547,STORE_03,SKU-APPLE-017,4,6.9,2026-04-27,C251
T0548,STORE_04,SKU-JUICE-004,4,8.42,2026-05-05,C261
T0549,STORE_05,SKU-BREAD-044,10,4.35,2026-05-02,C212
T0550,STORE_01,SKU-JUICE-007,5,6.35,2026-04-23,C125
T0551,STORE_02,SKU-BREAD-033,3,3.19,2026-04-10,C152
T0552,STORE_01,SKU-BREAD-018,9,5.34,2026-04-29,C249
T0553,STORE_02,SKU-APPLE-004,6,6.52,2026-04-12,C155
T0554,STORE_04,SKU-MILK-039,9,8.98,2026-04-13,C145
T0555,STORE_05,SKU-JUICE-010,9,9.94,2026-05-05,C199
T0556,STORE_03,SKU-MILK-013,4,9.34,2026-04-27,C235
T0557,STORE_02,SKU-MILK-019,10,5.85,2026-04-07,C294
T0558,STORE_03,SKU-MILK-044,10,8.24,2026-04-22,C271
T0559,STORE_01,SKU-MILK-020,5,9.31,2026-05-04,C101
T0560,STORE_03,SKU-APPLE-002,6,5.62,2026-04-18,C231
T0561,STORE_04,SKU-APPLE-021,5,3.26,2026-04-14,C193
T0562,STORE_02,SKU-APPLE-004,7,2.08,2026-05-03,C276
T0563,STORE_03,SKU-APPLE-010,6,2.54,2026-04-22,C227
T0564,STORE_05,SKU-MILK-049,2,3.7,2026-04-29,C199
T0565,STORE_04,SKU-APPLE-002,5,4.93,2026-05-02,C272
T0566,STORE_02,SKU-MILK-050,10,7.22,2026-04-13,C283
T0567,STORE_04,SKU-MILK-040,8,1.97,2026-04-27,C141
T0568,STORE_01,SKU-APPLE-009,10,1.58,2026-04-21,C171
T0569,STORE_03,SKU-BREAD-004,3,3.66,2026-04-16,C165
T0570,STORE_01,SKU-BREAD-035,5,1.25,2026-04-10,C149
T0571,STORE_04,SKU-APPLE-045,10,6.69,2026-04-16,C229
T0572,STORE_01,SKU-BREAD-006,1,8.53,2026-04-10,C175
T0573,STORE_01,SKU-BREAD-014,5,7.42,2026-04-08,C284
T0574,STORE_04,SKU-APPLE-016,8,7.4,2026-04-18,C184
T0575,STORE_04,SKU-APPLE-007,1,8.42,2026-04-26,C109
T0576,STORE_03,SKU-APPLE-044,10,1.36,2026-05-05,C296
T0577,STORE_03,SKU-JUICE-046,2,8.09,2026-04-20,C219
T0578,STORE_04,SKU-APPLE-015,3,9.69,2026-04-26,C182
T0579,STORE_01,SKU-JUICE-006,6,9.84,2026-05-03,C290
T0580,STORE_05,SKU-APPLE-037,6,3.75,2026-04-12,C126
T0581,STORE_04,SKU-MILK-049,6,3.6,2026-04-15,C134
T0582,STORE_02,SKU-MILK-024,10,5.8,2026-04-29,C170
T0583,STORE_02,SKU-MILK-047,1,3.35,2026-04-19,C160
T0584,STORE_02,SKU-MILK-038,5,8.52,2026-04-26,C189
T0585,STORE_04,SKU-APPLE-044,10,4.46,2026-04-23,C200
T0586,STORE_03,SKU-APPLE-031,6,1.31,2026-05-05,C107
T0587,STORE_04,SKU-JUICE-044,3,4.25,2026-05-03,C177
T0588,STORE_02,SKU-APPLE-018,10,4.91,2026-04-23,C171
T0589,STORE_05,SKU-JUICE-019,2,9.49,2026-04-14,C144
T0590,STORE_01,SKU-BREAD-009,10,5.68,2026-04-25,C156
T0591,STORE_04,SKU-MILK-021,2,9.49,2026-04-30,C227
T0592,STORE_02,SKU-JUICE-002,9,4.31,2026-04-28,C298
T0593,STORE_03,SKU-APPLE-039,4,8.11,2026-04-26,C115
T0594,STORE_01,SKU-APPLE-040,6,7.17,2026-05-05,C278
T0595,STORE_02,SKU-BREAD-047,1,8.15,2026-05-05,C172
T0596,STORE_02,SKU-APPLE-043,6,2.35,2026-04-27,C194
T0597,STORE_05,SKU-MILK-009,2,7.27,2026-04-24,C246
T0598,STORE_05,SKU-BREAD-026,8,1.62,2026-04-28,C260
T0599,STORE_02,SKU-MILK-036,2,6.19,2026-04-19,C168
T0600,STORE_05,SKU-JUICE-002,5,9.58,2026-04-10,C122
T0601,STORE_05,SKU-JUICE-026,2,2.18,2026-04-15,C294
T0602,STORE_04,SKU-MILK-027,8,9.3,2026-04-06,C115
T0603,STORE_05,SKU-JUICE-004,2,9.7,2026-04-16,C231
T0604,STORE_02,SKU-JUICE-015,2,5.51,2026-04-24,C163
T0605,STORE_04,SKU-BREAD-001,5,2.15,2026-04-23,C231
T0606,STORE_01,SKU-BREAD-047,7,8.46,2026-05-03,C243
T0607,STORE_04,SKU-MILK-031,9,4.94,2026-05-03,C208
T0608,STORE_03,SKU-BREAD-006,7,1.24,2026-04-30,C173
T0609,STORE_05,SKU-MILK-002,9,3.06,2026-04-11,C140
T0610,STORE_02,SKU-MILK-040,8,8.72,2026-04-24,C187
T0611,STORE_05,SKU-JUICE-031,9,7.2,2026-04-11,C281
T0612,STORE_01,SKU-BREAD-035,5,4.95,2026-05-04,C211
T0613,STORE_02,SKU-JUICE-013,7,1.58,2026-04-07,C298
T0614,STORE_02,SKU-MILK-035,9,1.85,2026-05-04,C168
T0615,STORE_03,SKU-BREAD-010,3,9.36,2026-04-17,C104
T0616,STORE_05,SKU-MILK-021,2,6.24,2026-04-25,C157
T0617,STORE_05,SKU-MILK-028,1,8.77,2026-04-21,C159
T0618,STORE_03,SKU-MILK-043,9,1.35,2026-04-25,C281
T0619,STORE_01,SKU-APPLE-003,4,4.84,2026-04-13,C185
T0620,STORE_01,SKU-JUICE-028,4,7.24,2026-05-04,C269
T0621,STORE_04,SKU-MILK-022,4,6.15,2026-04-11,C138
T0622,STORE_04,SKU-MILK-050,9,7.34,2026-04-27,C165
T0623,STORE_04,SKU-APPLE-011,1,1.53,2026-04-13,C254
T0624,STORE_04,SKU-BREAD-035,1,8.34,2026-04-16,C209
T0625,STORE_01,SKU-MILK-045,7,2.96,2026-04-11,C159
T0626,STORE_04,SKU-JUICE-039,9,5.57,2026-04-18,C185
T0627,STORE_04,SKU-JUICE-032,1,4.84,2026-04-23,C137
T0628,STORE_04,SKU-APPLE-035,7,7.18,2026-04-29,C252
T0629,STORE_02,SKU-JUICE-046,3,3.17,2026-04-26,C246
T0630,STORE_03,SKU-APPLE-016,4,3.48,2026-04-20,C234
T0631,STORE_02,SKU-JUICE-046,8,2.12,2026-04-29,C145
T0632,STORE_02,SKU-JUICE-009,2,8.54,2026-04-16,C207
T0633,STORE_02,SKU-MILK-047,5,8.79,2026-05-04,C149
T0634,STORE_05,SKU-MILK-032,7,9.87,2026-04-27,C240
T0635,STORE_05,SKU-MILK-041,9,3.61,2026-04-12,C237
T0636,STORE_03,SKU-MILK-036,3,9.04,2026-04-20,C172
T0637,STORE_05,SKU-MILK-006,8,6.2,2026-04-14,C159
T0638,STORE_02,SKU-APPLE-006,10,7.53,2026-04-12,C196
T0639,STORE_03,SKU-MILK-043,2,6.23,2026-04-18,C173
T0640,STORE_02,SKU-BREAD-012,5,4.04,2026-04-29,C233
T0641,STORE_03,SKU-APPLE-034,2,1.68,2026-04-27,C130
T0642,STORE_04,SKU-BREAD-031,7,9.9,2026-04-25,C224
T0643,STORE_05,SKU-BREAD-012,4,1.5,2026-04-30,C102
T0644,STORE_04,SKU-JUICE-018,9,7.92,2026-04-18,C115
T0645,STORE_05,SKU-MILK-040,6,9.63,2026-04-19,C136
T0646,STORE_05,SKU-JUICE-037,1,8.56,2026-05-04,C280
T0647,STORE_01,SKU-JUICE-034,5,4.27,2026-04-07,C214
T0648,STORE_01,SKU-JUICE-032,8,3.98,2026-04-28,C190
T0649,STORE_02,SKU-JUICE-043,7,2.14,2026-05-03,C136
T0650,STORE_05,SKU-MILK-046,1,2.9,2026-04-09,C163
T0651,STORE_02,SKU-JUICE-024,3,8.5,2026-04-16,C236
T0652,STORE_01,SKU-JUICE-033,3,5.52,2026-04-14,C231
T0653,STORE_05,SKU-APPLE-042,8,2.72,2026-04-13,C154
T0654,STORE_04,SKU-APPLE-045,6,1.91,2026-05-01,C246
T0655,STORE_01,SKU-JUICE-045,9,3.97,2026-04-07,C146
T0656,STORE_03,SKU-MILK-008,2,2.5,2026-04-10,C193
T0657,STORE_04,SKU-BREAD-004,9,6.65,2026-04-29,C252
T0658,STORE_02,SKU-BREAD-046,8,6.39,2026-04-22,C259
T0659,STORE_01,SKU-APPLE-010,7,9.69,2026-04-10,C165
T0660,STORE_01,SKU-BREAD-017,6,6.78,2026-05-02,C230
T0661,STORE_05,SKU-JUICE-041,3,4.42,2026-05-02,C153
T0662,STORE_01,SKU-BREAD-014,1,3.92,2026-04-17,C209
T0663,STORE_05,SKU-APPLE-009,7,5.18,2026-04-22,C207
T0664,STORE_02,SKU-MILK-019,3,9.15,2026-04-26,C157
T0665,STORE_01,SKU-BREAD-028,7,4.75,2026-04-14,C282
T0666,STORE_02,SKU-MILK-048,5,8.55,2026-04-20,C123
T0667,STORE_01,SKU-JUICE-023,5,5.92,2026-04-15,C174
T0668,STORE_05,SKU-BREAD-022,1,9.1,2026-04-24,C279
T0669,STORE_05,SKU-BREAD-025,10,2.57,2026-04-25,C268
T0670,STORE_03,SKU-JUICE-005,3,9.42,2026-04-29,C136
T0671,STORE_03,SKU-JUICE-027,4,8.01,2026-04-29,C227
T0672,STORE_02,SKU-BREAD-002,7,9.32,2026-05-04,C278
T0673,STORE_04,SKU-JUICE-030,5,4.2,2026-04-14,C137
T0674,STORE_01,SKU-APPLE-019,8,3.5,2026-04-12,C182
T0675,STORE_03,SKU-APPLE-029,1,6.93,2026-04-29,C118
T0676,STORE_02,SKU-APPLE-010,7,9.01,2026-04-14,C213
T0677,STORE_04,SKU-BREAD-007,3,6.5,2026-05-01,C203
T0678,STORE_01,SKU-MILK-028,10,1.98,2026-05-04,C119
T0679,STORE_02,SKU-BREAD-019,7,7.19,2026-04-26,C198
T0680,STORE_04,SKU-JUICE-034,5,8.52,2026-04-29,C113
T0681,STORE_03,SKU-APPLE-049,9,9.11,2026-04-07,C242
T0682,STORE_04,SKU-JUICE-019,1,6.93,2026-04-23,C300
T0683,STORE_01,SKU-MILK-006,7,3.28,2026-05-02,C261
T0684,STORE_05,SKU-MILK-037,2,4.02,2026-04-25,C231
T0685,STORE_05,SKU-APPLE-030,6,5.22,2026-04-17,C217
T0686,STORE_05,SKU-JUICE-046,9,3.97,2026-05-01,C211
T0687,STORE_02,SKU-MILK-036,10,5.98,2026-04-14,C259
T0688,STORE_02,SKU-BREAD-049,10,9.98,2026-04-09,C110
T0689,STORE_04,SKU-JUICE-040,6,4.54,2026-04-08,C137
T0690,STORE_03,SKU-MILK-047,1,4.76,2026-05-01,C275
T0691,STORE_01,SKU-JUICE-042,9,8.71,2026-04-10,C169
T0692,STORE_02,SKU-JUICE-003,3,4.88,2026-04-10,C256
T0693,STORE_02,SKU-MILK-046,4,4.67,2026-04-15,C140
T0694,STORE_04,SKU-JUICE-019,6,5.78,2026-05-02,C201
T0695,STORE_04,SKU-APPLE-050,5,1.75,2026-04-18,C149
T0696,STORE_04,SKU-APPLE-019,7,2.68,2026-04-29,C212
T0697,STORE_04,SKU-APPLE-034,4,8.22,2026-04-29,C235
T0698,STORE_03,SKU-BREAD-035,9,5.19,2026-04-25,C211
T0699,STORE_04,SKU-MILK-009,2,2.18,2026-04-27,C178
T0700,STORE_04,SKU-MILK-038,8,9.01,2026-04-30,C131
T0701,STORE_04,SKU-MILK-036,3,6.22,2026-04-23,C285
T0702,STORE_02,SKU-JUICE-010,5,5.77,2026-04-30,C265
T0703,STORE_03,SKU-APPLE-022,5,2.93,2026-04-15,C237
T0704,STORE_05,SKU-JUICE-032,3,8.4,2026-04-20,C232
T0705,STORE_02,SKU-APPLE-040,8,2.49,2026-04-06,C136
T0706,STORE_03,SKU-BREAD-008,8,9.73,2026-04-27,C151
T0707,STORE_02,SKU-APPLE-040,9,9.07,2026-04-29,C209
T0708,STORE_04,SKU-JUICE-001,8,1.57,2026-04-09,C116
T0709,STORE_02,SKU-APPLE-029,9,4.28,2026-04-09,C205
T0710,STORE_01,SKU-JUICE-009,8,2.42,2026-04-11,C243
T0711,STORE_05,SKU-MILK-012,4,3.03,2026-04-15,C172
T0712,STORE_01,SKU-BREAD-042,6,1.61,2026-04-18,C172
T0713,STORE_05,SKU-JUICE-029,10,6.29,2026-04-07,C294
T0714,STORE_01,SKU-BREAD-049,1,6.54,2026-04-28,C152
T0715,STORE_01,SKU-JUICE-005,5,2.8,2026-04-23,C107
T0716,STORE_05,SKU-BREAD-044,3,4.37,2026-05-01,C244
T0717,STORE_05,SKU-BREAD-006,10,3.13,2026-04-20,C156
T0718,STORE_02,SKU-APPLE-046,5,7.14,2026-04-11,C233
T0719,STORE_04,SKU-JUICE-032,8,2.49,2026-04-29,C210
T0720,STORE_03,SKU-JUICE-014,4,1.02,2026-04-18,C212
T0721,STORE_04,SKU-MILK-005,6,1.46,2026-04-10,C227
T0722,STORE_02,SKU-MILK-025,5,2.56,2026-04-18,C243
T0723,STORE_04,SKU-JUICE-005,10,3.67,2026-04-29,C197
T0724,STORE_01,SKU-JUICE-040,6,6.27,2026-04-19,C125
T0725,STORE_03,SKU-JUICE-035,6,7.66,2026-04-20,C246
T0726,STORE_03,SKU-MILK-007,6,1.3,2026-04-16,C145
T0727,STORE_03,SKU-APPLE-019,6,1.52,2026-04-27,C103
T0728,STORE_01,SKU-BREAD-043,5,1.91,2026-05-03,C270
T0729,STORE_02,SKU-MILK-004,3,2.19,2026-04-30,C130
T0730,STORE_01,SKU-APPLE-038,10,5.94,2026-05-05,C127
T0731,STORE_01,SKU-MILK-046,2,7.04,2026-04-11,C108
T0732,STORE_02,SKU-MILK-046,10,3.94,2026-04-12,C286
T0733,STORE_02,SKU-MILK-044,8,4.44,2026-04-21,C100
T0734,STORE_05,SKU-JUICE-035,6,1.71,2026-04-14,C212
T0735,STORE_01,SKU-MILK-016,3,5.46,2026-04-27,C206
T0736,STORE_01,SKU-MILK-047,1,5.29,2026-05-05,C105
T0737,STORE_02,SKU-JUICE-043,5,8.04,2026-04-14,C197
T0738,STORE_05,SKU-JUICE-019,3,3.52,2026-04-06,C209
T0739,STORE_02,SKU-MILK-005,4,1.27,2026-04-13,C108
T0740,STORE_04,SKU-BREAD-047,8,4.47,2026-04-24,C144
T0741,STORE_05,SKU-MILK-008,1,5.13,2026-04-18,C152
T0742,STORE_02,SKU-BREAD-021,3,4.39,2026-04-17,C300
T0743,STORE_05,SKU-MILK-018,2,2.28,2026-05-03,C292
T0744,STORE_01,SKU-JUICE-030,8,5.88,2026-04-28,C294
T0745,STORE_02,SKU-MILK-018,3,9.1,2026-04-11,C261
T0746,STORE_03,SKU-JUICE-010,3,9.93,2026-04-14,C246
T0747,STORE_01,SKU-JUICE-003,8,3.35,2026-04-24,C199
T0748,STORE_02,SKU-APPLE-039,5,2.27,2026-04-07,C275
T0749,STORE_05,SKU-BREAD-015,7,8.01,2026-04-06,C268
T0750,STORE_05,SKU-BREAD-001,2,8.4,2026-05-05,C154
T0751,STORE_04,SKU-BREAD-001,6,4.13,2026-04-23,C142
T0752,STORE_02,SKU-JUICE-005,6,1.88,2026-05-05,C284
T0753,STORE_04,SKU-BREAD-008,7,5.81,2026-05-04,C288
T0754,STORE_05,SKU-JUICE-003,9,4.05,2026-04-20,C274
T0755,STORE_02,SKU-JUICE-012,9,7.97,2026-04-14,C191
T0756,STORE_01,SKU-MILK-031,5,9.22,2026-05-03,C108
T0757,STORE_01,SKU-BREAD-044,3,5.96,2026-04-25,C148
T0758,STORE_01,SKU-APPLE-023,3,5.68,2026-04-15,C155
